"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/measurements_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/measurements.csv?datainfo&rowcount&base_name=Bivalvia,%20Gastropoda,%20Brachiopoda&interval=Cenozoic"
"Access Time","Fri 2025-12-12 13:55:29 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Bivalvia, Gastropoda, Brachiopoda"
"","interval","Cenozoic"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","1.18"
"Records Found","6076"
"Records Returned","6076"
"Records:"
"measurement_no","specimen_no","record_type","n_measured","position","measurement_type","average","min","max"
"281489","134792","mea","1","","width","50.50","",""
"281490","134792","mea","1","","length","45.86","",""
"281491","134792","mea","1","","height","27.82","",""
"281492","134793","mea","1","","width","28.07","",""
"281493","134793","mea","1","","length","30.26","",""
"281494","134794","mea","1","","width","23.42","",""
"281495","134794","mea","1","","length","23.91","",""
"282019","134985","mea","1","","width","18.97","",""
"282020","134985","mea","1","","length","17.11","",""
"282021","134986","mea","1","","width","17.31","",""
"282022","134986","mea","1","","length","17.66","",""
"282023","134986","mea","1","","height","7.28","",""
"282024","134987","mea","1","","width","24.87","",""
"282025","134987","mea","1","","length","31.18","",""
"282026","134987","mea","1","","height","11.40","",""
"282030","134989","mea","1","","width","22.39","",""
"282031","134989","mea","1","","length","21.29","",""
"282032","134990","mea","1","","width","20.61","",""
"282033","134990","mea","1","","length","24.74","",""
"282042","134993","mea","1","","width","16.49","",""
"282043","134993","mea","1","","length","12.64","",""
"282044","134993","mea","1","","height","7.69","",""
"282085","135004","mea","1","","width","12.64","",""
"282086","135004","mea","1","","length","13.60","",""
"282087","135004","mea","1","","height","6.04","",""
"282119","135013","mea","1","","width","15.27","",""
"282120","135013","mea","1","","length","19.78","",""
"282121","135013","mea","1","","height","10.03","",""
"282161","135024","mea","1","","width","14.85","",""
"282162","135024","mea","1","","length","20.81","",""
"282163","135024","mea","1","","height","9.79","",""
"282164","135025","mea","1","","width","19.43","",""
"282165","135025","mea","1","","length","19.12","",""
"282166","135025","mea","1","","height","8.72","",""
"282167","135026","mea","1","","width","16.68","",""
"282168","135026","mea","1","","length","23.72","",""
"282169","135026","mea","1","","height","9.32","",""
"282170","135027","mea","1","","width","18.20","",""
"282171","135027","mea","1","","length","19.73","",""
"282172","135027","mea","1","","height","8.41","",""
"282193","135033","mea","1","","width","13.24","",""
"282194","135033","mea","1","","length","15.30","",""
"282195","135034","mea","1","","width","13.16","",""
"282196","135034","mea","1","","length","13.47","",""
"282197","135035","mea","1","","width","16.68","",""
"282198","135035","mea","1","","length","18.52","",""
"282203","135037","mea","1","","width","24.32","",""
"282204","135037","mea","1","","length","23.71","",""
"282205","135037","mea","1","","height","11.63","",""
"282210","135039","mea","1","","width","9.48","",""
"282211","135039","mea","1","","length","11.63","",""
"282232","135045","mea","1","","width","34.57","",""
"282233","135045","mea","1","","length","45.13","",""
"282234","135045","mea","1","","height","22.03","",""
"282235","135046","mea","1","","width","33.21","",""
"282236","135046","mea","1","","length","40.84","",""
"282253","135051","mea","1","","width","38.55","",""
"282254","135051","mea","1","","length","54.84","",""
"282255","135052","mea","1","","width","26.40","",""
"282256","135052","mea","1","","length","40.39","",""
"286913","136323","mea","1","","width","2.43","",""
"286914","136323","mea","1","","length","1.98","",""
"286915","136324","mea","1","","width","3.06","",""
"286916","136324","mea","1","","length","2.65","",""
"290363","137283","mea","1","","width","1.24","",""
"290364","137283","mea","1","","length","1.08","",""
"290365","137284","mea","1","","width","1.49","",""
"290366","137284","mea","1","","length","0.91","",""
"290367","137285","mea","1","","width","1.78","",""
"290368","137285","mea","1","","length","1.18","",""
"290369","137286","mea","1","","width","1.01","",""
"290370","137286","mea","1","","length","0.81","",""
"290371","137287","mea","1","","width","1.28","",""
"290372","137287","mea","1","","length","1.12","",""
"290373","137288","mea","1","","width","1.64","",""
"290374","137288","mea","1","","length","1.63","",""
"290375","137288","mea","1","","height","0.61","",""
"290376","137289","mea","1","","width","1.48","",""
"290377","137289","mea","1","","length","1.26","",""
"290378","137290","mea","1","","width","2.38","",""
"290379","137290","mea","1","","length","2.18","",""
"290380","137291","mea","1","","width","2.73","",""
"290381","137291","mea","1","","length","2.76","",""
"290382","137292","mea","1","","width","1.26","",""
"290383","137292","mea","1","","length","0.90","",""
"290384","137293","mea","1","","width","2.32","",""
"290385","137293","mea","1","","length","1.66","",""
"290386","137294","mea","1","","width","2.56","",""
"290387","137294","mea","1","","length","1.78","",""
"290388","137295","mea","1","","width","2.36","",""
"290389","137295","mea","1","","length","1.75","",""
"291109","137521","mea","1","","width","1.44","",""
"291110","137521","mea","1","","length","1.75","",""
"291111","137522","mea","1","","width","1.47","",""
"291112","137522","mea","1","","length","1.34","",""
"291113","137523","mea","1","","width","2.5","",""
"291114","137523","mea","1","","length","2.7","",""
"291115","137523","mea","1","","height","1.2","",""
"291116","137524","mea","1","","width","2.0","",""
"291117","137524","mea","1","","length","2.8","",""
"291118","137524","mea","1","","height","1.5","",""
"291119","137525","mea","1","","width","2.1","",""
"291120","137525","mea","1","","length","2.6","",""
"291121","137525","mea","1","","height","1.2","",""
"291122","137526","mea","1","","width","2.15","",""
"291123","137526","mea","1","","length","1.68","",""
"291124","137527","mea","1","","width","2.14","",""
"291125","137527","mea","1","","length","2.08","",""
"291126","137528","mea","1","","width","2.13","",""
"291127","137528","mea","1","","length","2.46","",""
"291128","137529","mea","1","","width","2.79","",""
"291129","137529","mea","1","","length","3.50","",""
"291130","137530","mea","1","","width","2.52","",""
"291131","137530","mea","1","","length","2.65","",""
"291132","137531","mea","1","","width","2.86","",""
"291133","137531","mea","1","","length","3.02","",""
"291134","137532","mea","1","","width","2.28","",""
"291135","137532","mea","1","","length","2.29","",""
"291136","137533","mea","1","","width","2.47","",""
"291137","137533","mea","1","","length","3.03","",""
"291138","137534","mea","1","","width","2.59","",""
"291139","137534","mea","1","","length","2.86","",""
"291140","137535","mea","1","","width","2.57","",""
"291141","137535","mea","1","","length","2.57","",""
"291142","137536","mea","1","","width","4.70","",""
"291143","137536","mea","1","","length","4.29","",""
"291144","137537","mea","1","","width","4.16","",""
"291145","137537","mea","1","","length","3.64","",""
"291146","137538","mea","1","","width","4.68","",""
"291147","137538","mea","1","","length","4.63","",""
"291148","137539","mea","1","","width","1.73","",""
"291149","137539","mea","1","","length","1.84","",""
"291150","137540","mea","1","","width","1.84","",""
"291151","137540","mea","1","","length","2.06","",""
"291152","137541","mea","1","","width","0.8","",""
"291153","137541","mea","1","","length","0.8","",""
"291154","137542","mea","1","","width","1.5","",""
"291155","137542","mea","1","","length","1.6","",""
"291156","137543","mea","1","","width","2.1","",""
"291157","137543","mea","1","","length","2.2","",""
"291158","137544","mea","1","","width","3.3","",""
"291159","137544","mea","1","","length","3.5","",""
"291160","137545","mea","1","","width","3.1","",""
"291161","137545","mea","1","","length","4.0","",""
"291162","137546","mea","1","","width","4.1","",""
"291163","137546","mea","1","","length","4.1","",""
"291164","137547","mea","1","","width","0.8","",""
"291165","137547","mea","1","","length","0.8","",""
"291166","137548","mea","1","","width","1.7","",""
"291167","137548","mea","1","","length","1.7","",""
"291168","137549","mea","1","","width","3.5","",""
"291169","137549","mea","1","","length","3.5","",""
"291170","137550","mea","1","","width","3.6","",""
"291171","137550","mea","1","","length","3.6","",""
"291172","137551","mea","1","","width","3.6","",""
"291173","137551","mea","1","","length","4.0","",""
"291174","137552","mea","1","","width","3.3","",""
"291175","137552","mea","1","","length","4.1","",""
"296895","139168","mea","1","","width","4.77","",""
"296896","139168","mea","1","","length","5.19","",""
"296897","139168","mea","1","","height","3.84","",""
"296901","139170","mea","1","","width","9.13","",""
"296902","139170","mea","1","","length","7.99","",""
"296903","139170","mea","1","","height","5.92","",""
"296904","139171","mea","1","","width","12","",""
"296905","139171","mea","1","","length","11.9","",""
"296906","139171","mea","1","","height","6.2","",""
"296907","139172","mea","1","","width","13.18","",""
"296908","139172","mea","1","","length","9.76","",""
"296909","139172","mea","1","","height","5.19","",""
"296910","139173","mea","1","","width","14.12","",""
"296911","139173","mea","1","","length","12.35","",""
"296912","139173","mea","1","","height","5.71","",""
"296913","139174","mea","1","","width","12.85","",""
"296914","139174","mea","1","","length","10.25","",""
"296915","139175","mea","1","","width","12.82","",""
"296916","139175","mea","1","","length","11.17","",""
"296917","139176","mea","1","","width","12.33","",""
"296918","139176","mea","1","","length","11.94","",""
"296919","139177","mea","1","","width","13.56","",""
"296920","139177","mea","1","","length","17.22","",""
"296921","139178","mea","1","","width","9.34","",""
"296922","139178","mea","1","","length","11.31","",""
"296923","139179","mea","1","","width","11.21","",""
"296924","139179","mea","1","","length","12.25","",""
"296925","139180","mea","1","","width","11.73","",""
"296926","139180","mea","1","","length","11.52","",""
"296927","139181","mea","1","","width","15.4","",""
"296928","139181","mea","1","","length","18.3","",""
"296929","139181","mea","1","","height","11.4","",""
"296930","139182","mea","1","","width","23.4","",""
"296931","139182","mea","1","","length","26.8","",""
"296932","139182","mea","1","","height","14.6","",""
"296933","139183","mea","1","","width","20.0","",""
"296934","139183","mea","1","","length","22.3","",""
"296935","139183","mea","1","","height","12.3","",""
"296936","139184","mea","1","","width","20.2","",""
"296937","139184","mea","1","","length","22.1","",""
"296938","139184","mea","1","","height","14.1","",""
"296939","139185","mea","1","","width","15.8","",""
"296940","139185","mea","1","","length","20.2","",""
"296942","139186","mea","1","","width","16.7","",""
"296943","139186","mea","1","","length","19.5","",""
"296945","139187","mea","1","","width","15.5","",""
"296946","139187","mea","1","","length","18.7","",""
"296948","139188","mea","1","","width","2.3","",""
"296949","139188","mea","1","","length","2.9","",""
"296950","139188","mea","1","","height","1.2","",""
"296951","139189","mea","1","","width","1.9","",""
"296952","139189","mea","1","","length","2.1","",""
"296953","139189","mea","1","","height","0.9","",""
"296954","139190","mea","1","","width","2.0","",""
"296955","139190","mea","1","","length","2.2","",""
"296956","139190","mea","1","","height","0.8","",""
"296957","139191","mea","1","","width","1.8","",""
"296958","139191","mea","1","","length","2.0","",""
"296959","139191","mea","1","","height","1.0","",""
"296960","139192","mea","1","","width","1.8","",""
"296961","139192","mea","1","","length","1.8","",""
"296962","139192","mea","1","","height","1.0","",""
"296963","139193","mea","1","","length","2.5","",""
"296964","139194","mea","1","","width","1.9","",""
"296965","139194","mea","1","","length","1.9","",""
"296966","139195","mea","1","","width","1.50","",""
"296967","139195","mea","1","","length","1.60","",""
"296968","139196","mea","1","","width","1.72","",""
"296969","139196","mea","1","","length","1.57","",""
"296970","139197","mea","1","","width","1.38","",""
"296971","139197","mea","1","","length","1.69","",""
"296972","139198","mea","1","","width","1.79","",""
"296973","139198","mea","1","","length","2.11","",""
"296974","139199","mea","1","","width","23.00","",""
"296975","139199","mea","1","","length","26.14","",""
"298591","139917","mea","1","","width","4.87","",""
"298592","139917","mea","1","","length","4.20","",""
"298593","139918","mea","1","","width","3.36","",""
"298594","139918","mea","1","","length","3.52","",""
"298595","139919","mea","1","","width","2.31","",""
"298596","139919","mea","1","","length","2.19","",""
"298597","139920","mea","1","","width","5.93","",""
"298598","139920","mea","1","","length","4.40","",""
"298599","139920","mea","1","","height","2.25","",""
"298600","139921","mea","1","","width","2.70","",""
"298601","139921","mea","1","","length","2.28","",""
"303463","142128","mea","1","","width","6.2","",""
"303464","142128","mea","1","","length","6","",""
"303465","142129","mea","1","","width","1.7","",""
"303466","142129","mea","1","","length","2.4","",""
"303467","142129","mea","1","","height","0.7","",""
"303468","142130","mea","1","","width","3.5","",""
"303469","142130","mea","1","","length","4.4","",""
"303470","142130","mea","1","","height","1.6","",""
"303471","142131","mea","1","","width","3.5","",""
"303472","142131","mea","1","","length","4.1","",""
"303473","142131","mea","1","","height","1.4","",""
"303474","142132","mea","1","","width","4.4","",""
"303475","142132","mea","1","","length","5.6","",""
"303476","142132","mea","1","","height","2","",""
"303477","142133","mea","1","","width","2.25","",""
"303478","142133","mea","1","","length","2.75","",""
"303479","142133","mea","1","","height","0.9","",""
"303480","142134","mea","1","","width","2.4","",""
"303481","142134","mea","1","","length","2.6","",""
"303482","142134","mea","1","","height","0.8","",""
"303483","142135","mea","1","","width","2.1","",""
"303484","142135","mea","1","","length","2.6","",""
"303485","142135","mea","1","","height","0.8","",""
"303486","142136","mea","1","","width","1.4","",""
"303487","142136","mea","1","","length","1.6","",""
"303488","142136","mea","1","","height","0.6","",""
"303489","142137","mea","1","","width","1.6","",""
"303490","142137","mea","1","","length","2.1","",""
"303491","142137","mea","1","","height","0.7","",""
"303492","142138","mea","1","","width","3.3","",""
"303493","142138","mea","1","","length","2.5","",""
"303494","142138","mea","1","","height","1.6","",""
"303495","142139","mea","1","","width","3.1","",""
"303496","142139","mea","1","","length","2.5","",""
"303497","142139","mea","1","","height","1.6","",""
"303498","142140","mea","1","","width","3.3","",""
"303499","142140","mea","1","","length","2.5","",""
"303500","142140","mea","1","","height","1.6","",""
"303501","142141","mea","1","","width","3.1","",""
"303502","142141","mea","1","","length","2.5","",""
"303503","142141","mea","1","","height","1.6","",""
"303504","142142","mea","1","","width","2.9","",""
"303505","142142","mea","1","","length","3.8","",""
"303506","142143","mea","1","","width","3.3","",""
"303507","142143","mea","1","","length","3.9","",""
"303508","142143","mea","1","","height","1.2","",""
"303509","142144","mea","1","","width","3.5","",""
"303510","142144","mea","1","","length","4.3","",""
"303511","142145","mea","1","","width","1.8","",""
"303512","142145","mea","1","","length","1.6","",""
"303513","142145","mea","1","","height","0.7","",""
"303514","142146","mea","1","","width","4","",""
"303515","142146","mea","1","","length","3.3","",""
"303516","142147","mea","1","","width","3.5","",""
"303517","142147","mea","1","","length","3.5","",""
"303518","142147","mea","1","","height","1.9","",""
"303519","142148","mea","1","","width","2.2","",""
"303520","142148","mea","1","","length","2.2","",""
"303521","142148","mea","1","","height","1","",""
"303522","142149","mea","1","","width","2.5","",""
"303523","142149","mea","1","","length","2.3","",""
"303524","142149","mea","1","","height","1","",""
"303525","142150","mea","1","","width","2.8","",""
"303526","142150","mea","1","","length","2.6","",""
"303527","142150","mea","1","","height","1","",""
"303528","142151","mea","1","","width","2.6","",""
"303529","142151","mea","1","","length","3","",""
"303530","142151","mea","1","","height","1.7","",""
"305511","143115","mea","1","","width","14","",""
"305512","143115","mea","1","","length","15","",""
"305513","143116","mea","1","","width","13.5","",""
"305514","143116","mea","1","","length","16","",""
"306836","143116","mea","1","","height","4.5","",""
"307875","143985","mea","1","","width","32.2","",""
"307876","143985","mea","1","","length","31.6","",""
"307877","143985","mea","1","","height","18.2","",""
"307878","143986","mea","1","","width","18.5","",""
"307879","143986","mea","1","","length","19.7","",""
"307880","143987","mea","1","","width","21","",""
"307881","143987","mea","1","","length","26.6","",""
"307882","143987","mea","1","","height","14.2","",""
"310081","145183","mea","1","","width","4","",""
"310082","145183","mea","1","","height","4.5","",""
"310083","145184","mea","1","","width","3.7","",""
"310084","145184","mea","1","","height","5.9","",""
"310085","145185","mea","1","","width","3.4","",""
"310086","145185","mea","1","","height","4.7","",""
"310087","145186","mea","1","","width","2.5","",""
"310088","145186","mea","1","","height","3.8","",""
"310089","145187","mea","1","","width","3.7","",""
"310090","145187","mea","1","","height","5.3","",""
"310091","145188","mea","1","","width","1.6","",""
"310092","145188","mea","1","","height","3.3","",""
"310093","145189","mea","1","","width","3.2","",""
"310094","145189","mea","1","","height","5","",""
"310095","145190","mea","1","","width","8.1","",""
"310096","145190","mea","1","","height","7.1","",""
"310097","145191","mea","1","","width","7.8","",""
"310098","145191","mea","1","","height","7.25","",""
"310099","145192","mea","1","","width","6","",""
"310100","145192","mea","1","","height","5.5","",""
"310101","145193","mea","1","","width","7.7","",""
"310102","145193","mea","1","","height","6.7","",""
"310103","145194","mea","1","","width","2.5","",""
"310104","145194","mea","1","","height","2.4","",""
"310105","145195","mea","1","","width","1.5","",""
"310106","145195","mea","1","","height","4.1","",""
"315797","146707","mea","1","","width","10.2","",""
"315798","146707","mea","1","","length","11","",""
"315799","146707","mea","1","","height","5.1","",""
"315803","146709","mea","1","","width","22.3","",""
"315804","146709","mea","1","","length","27.6","",""
"315805","146709","mea","1","","height","16.3","",""
"315806","146710","mea","1","","length","29.3","",""
"315807","146710","mea","1","","height","21.3","",""
"315808","146711","mea","1","","width","15","",""
"315809","146711","mea","1","","length","21.8","",""
"315810","146711","mea","1","","height","13.6","",""
"315811","146712","mea","1","","width","31.8","",""
"315812","146712","mea","1","","length","35","",""
"315813","146712","mea","1","","height","19.5","",""
"315814","146713","mea","1","","width","24.8","",""
"315815","146713","mea","1","","length","29.7","",""
"315816","146713","mea","1","","height","16.6","",""
"315817","146714","mea","1","","width","21.7","",""
"315818","146714","mea","1","","length","24","",""
"315819","146714","mea","1","","height","14.7","",""
"315820","146715","mea","1","","width","31","",""
"315821","146715","mea","1","","length","40.8","",""
"315822","146715","mea","1","","height","26","",""
"315823","146716","mea","1","","width","14.7","",""
"315824","146716","mea","1","","length","19.8","",""
"315825","146716","mea","1","","height","12","",""
"315826","146717","mea","1","","width","30","",""
"315827","146717","mea","1","","length","36.5","",""
"315828","146717","mea","1","","height","21","",""
"315829","146718","mea","1","","width","30.6","",""
"315830","146718","mea","1","","length","34.8","",""
"315831","146718","mea","1","","height","24.3","",""
"315832","146719","mea","1","","width","30.6","",""
"315833","146719","mea","1","","length","34.8","",""
"315834","146719","mea","1","","height","21.5","",""
"315835","146720","mea","1","","width","10.6","",""
"315836","146720","mea","1","","length","11.8","",""
"315837","146720","mea","1","","height","9.1","",""
"315838","146721","mea","1","","width","17.3","",""
"315839","146721","mea","1","","length","18.9","",""
"315840","146721","mea","1","","height","10.6","",""
"315844","146723","mea","1","","width","7.3","",""
"315845","146723","mea","1","","length","6.9","",""
"315846","146723","mea","1","","height","3.8","",""
"315847","146724","mea","1","","width","3","",""
"315848","146724","mea","1","","length","3.4","",""
"315849","146724","mea","1","","height","1.3","",""
"315850","146725","mea","1","","width","2.5","",""
"315851","146725","mea","1","","length","1.9","",""
"315852","146726","mea","1","","width","10.3","",""
"315853","146726","mea","1","","length","7.2","",""
"315854","146726","mea","1","","height","4.5","",""
"315855","146727","mea","1","","width","10","",""
"315856","146727","mea","1","","length","7.7","",""
"315857","146727","mea","1","","height","4.8","",""
"315858","146728","mea","1","","width","9.7","",""
"315859","146728","mea","1","","length","6.5","",""
"315860","146728","mea","1","","height","4.5","",""
"315861","146729","mea","1","","width","7.6","",""
"315862","146729","mea","1","","length","6.6","",""
"315863","146729","mea","1","","height","4","",""
"315864","146730","mea","1","","width","9.2","",""
"315865","146730","mea","1","","length","6.7","",""
"315866","146730","mea","1","","height","4.8","",""
"315867","146731","mea","1","","width","10.8","",""
"315868","146731","mea","1","","length","7.6","",""
"315869","146731","mea","1","","height","4.5","",""
"315870","146732","mea","1","","width","9.1","",""
"315871","146732","mea","1","","length","8.1","",""
"315872","146732","mea","1","","height","4","",""
"315873","146733","mea","1","","width","4.6","",""
"315874","146733","mea","1","","length","4.9","",""
"315875","146733","mea","1","","height","5","",""
"315876","146734","mea","1","","width","3.3","",""
"315877","146734","mea","1","","length","3.2","",""
"315878","146734","mea","1","","height","2.1","",""
"315879","146735","mea","1","","width","2.4","",""
"315880","146735","mea","1","","length","2","",""
"315881","146735","mea","1","","height","1.3","",""
"315882","146736","mea","1","","width","2.3","",""
"315883","146736","mea","1","","length","1.9","",""
"315884","146736","mea","1","","height","1.2","",""
"315885","146737","mea","1","","width","2.5","",""
"315886","146737","mea","1","","length","2","",""
"315887","146737","mea","1","","height","1.2","",""
"315888","146738","mea","1","","width","6.9","",""
"315889","146738","mea","1","","length","7","",""
"315890","146738","mea","1","","height","3.7","",""
"315891","146739","mea","1","","width","7","",""
"315892","146739","mea","1","","length","7","",""
"315893","146739","mea","1","","height","4.7","",""
"315894","146740","mea","1","","width","9.3","",""
"315895","146740","mea","1","","length","6","",""
"315896","146740","mea","1","","height","3.6","",""
"315897","146741","mea","1","","width","8.7","",""
"315898","146741","mea","1","","length","5.6","",""
"315899","146741","mea","1","","height","3.3","",""
"315900","146742","mea","1","","width","7.8","",""
"315901","146742","mea","1","","length","5.3","",""
"315902","146742","mea","1","","height","3.1","",""
"315903","146743","mea","1","","width","5.3","",""
"315904","146743","mea","1","","length","7.7","",""
"315905","146743","mea","1","","height","4","",""
"315906","146744","mea","1","","width","9.6","",""
"315907","146744","mea","1","","length","7.8","",""
"315908","146744","mea","1","","height","4.3","",""
"315909","146745","mea","1","","width","8.2","",""
"315910","146745","mea","1","","length","5.3","",""
"315911","146745","mea","1","","height","3.3","",""
"315912","146746","mea","1","","width","8.2","",""
"315913","146746","mea","1","","length","5.8","",""
"315914","146746","mea","1","","height","3","",""
"315915","146747","mea","1","","width","5.8","",""
"315916","146747","mea","1","","length","5.4","",""
"315917","146747","mea","1","","height","3.2","",""
"315918","146748","mea","1","","width","7.3","",""
"315919","146748","mea","1","","length","6.4","",""
"315920","146748","mea","1","","height","4","",""
"315921","146749","mea","1","","width","8","",""
"315922","146749","mea","1","","length","7","",""
"315923","146749","mea","1","","height","4.3","",""
"315924","146750","mea","1","","width","7.8","",""
"315925","146750","mea","1","","length","7.1","",""
"315926","146750","mea","1","","height","3.9","",""
"316029","146818","mea","1","","width","21.4","",""
"316030","146818","mea","1","","length","17.8","",""
"316031","146818","mea","1","","height","9.9","",""
"316032","146819","mea","1","","width","21","",""
"316033","146819","mea","1","","length","21.3","",""
"316034","146819","mea","1","","height","12","",""
"320716","148200","mea","1","","width","35.7","",""
"320717","148200","mea","1","","length","42.7","",""
"320718","148200","mea","1","","height","28.2","",""
"320719","148201","mea","1","","width","34.9","",""
"320720","148201","mea","1","","length","39.6","",""
"320721","148201","mea","1","","height","27.5","",""
"320722","148202","mea","1","","width","41.6","",""
"320723","148202","mea","1","","length","47.6","",""
"320724","148202","mea","1","","height","28","",""
"320731","148205","mea","1","","width","7","",""
"320732","148205","mea","1","","length","6.1","",""
"320733","148205","mea","1","","height","3.5","",""
"320734","148206","mea","1","","width","22.3","",""
"320735","148206","mea","1","","length","24.6","",""
"320736","148206","mea","1","","height","12.7","",""
"321853","148607","mea","1","","width","10.6","",""
"321854","148607","mea","1","","length","9.4","",""
"321855","148607","mea","1","","height","7.6","",""
"321856","148608","mea","1","","width","14","",""
"321857","148608","mea","1","","length","15.8","",""
"321858","148608","mea","1","","height","7.7","",""
"321859","148609","mea","1","","width","8.2","",""
"321860","148609","mea","1","","length","7.3","",""
"321861","148609","mea","1","","height","6.9","",""
"321862","148610","mea","1","","width","13.5","",""
"321863","148610","mea","1","","length","11.8","",""
"321864","148610","mea","1","","height","8","",""
"321865","148611","mea","1","","width","15.5","",""
"321866","148611","mea","1","","length","13.4","",""
"321867","148611","mea","1","","height","10.8","",""
"347713","157484","mea","1","","length","33.5","",""
"347714","157484","mea","1","","width","46.5","",""
"347715","157484","mea","1","","height","17.5","",""
"347725","157488","mea","1","","length","13.2","",""
"347726","157488","mea","1","","width","11.9","",""
"347727","157488","mea","1","","height","6","",""
"347728","157489","mea","1","","length","13.3","",""
"347729","157489","mea","1","","width","14","",""
"347730","157489","mea","1","","height","7.1","",""
"347731","157490","mea","1","","length","12.7","",""
"347732","157490","mea","1","","width","12.5","",""
"347733","157490","mea","1","","height","6.4","",""
"347734","157491","mea","1","","length","13.5","",""
"347735","157491","mea","1","","width","13.3","",""
"347736","157491","mea","1","","height","7.3","",""
"347737","157492","mea","1","","length","25.7","",""
"347738","157492","mea","1","","width","16.7","",""
"347739","157492","mea","1","","height","12.5","",""
"347740","157493","mea","1","","length","19.3","",""
"347741","157493","mea","1","","width","14.7","",""
"347742","157493","mea","1","","height","10","",""
"347743","157494","mea","1","","length","10.5","",""
"347744","157494","mea","1","","width","7.2","",""
"347745","157494","mea","1","","height","5.6","",""
"347769","157503","mea","1","","length","30.5","",""
"347770","157503","mea","1","","width","24.8","",""
"347771","157503","mea","1","","height","16.1","",""
"347772","157504","mea","1","","length","8.3","",""
"347773","157504","mea","1","","width","7.55","",""
"347774","157504","mea","1","","height","3.3","",""
"347775","157505","mea","1","","length","10.5","",""
"347776","157505","mea","1","","width","8.4","",""
"347777","157505","mea","1","","height","6.1","",""
"347778","157506","mea","1","","length","14.9","",""
"347779","157506","mea","1","","width","13.3","",""
"347780","157506","mea","1","","height","9.3","",""
"347781","157507","mea","1","","length","14.9","",""
"347782","157507","mea","1","","width","14.1","",""
"347783","157507","mea","1","","height","8.7","",""
"347799","157513","mea","1","","length","35.6","",""
"347800","157513","mea","1","","width","25.9","",""
"347801","157513","mea","1","","height","18.2","",""
"347802","157514","mea","1","","length","26.7","",""
"347803","157514","mea","1","","width","19.9","",""
"347804","157514","mea","1","","height","13.5","",""
"347805","157515","mea","1","","length","42.8","",""
"347806","157515","mea","1","","width","32.9","",""
"347807","157515","mea","1","","height","19.7","",""
"347808","157516","mea","1","","length","33.1","",""
"347809","157516","mea","1","","width","25.5","",""
"347810","157516","mea","1","","height","18.2","",""
"347814","157518","mea","1","","length","8.85","",""
"347815","157518","mea","1","","width","7.25","",""
"347816","157518","mea","1","","height","4.35","",""
"347817","157519","mea","1","","length","10.6","",""
"347818","157519","mea","1","","width","9.3","",""
"347819","157519","mea","1","","height","6.5","",""
"347820","157520","mea","1","","length","10","",""
"347821","157520","mea","1","","width","8.9","",""
"347822","157520","mea","1","","height","5.5","",""
"347823","157521","mea","1","","length","8.6","",""
"347824","157521","mea","1","","width","8.1","",""
"347825","157521","mea","1","","height","5","",""
"347826","157522","mea","1","","length","9.6","",""
"347827","157522","mea","1","","width","9","",""
"347828","157522","mea","1","","height","5.3","",""
"347829","157523","mea","1","","length","9.1","",""
"347830","157523","mea","1","","width","8.8","",""
"347831","157523","mea","1","","height","5.5","",""
"347832","157524","mea","1","","length","7.9","",""
"347833","157524","mea","1","","width","7.5","",""
"347834","157524","mea","1","","height","3.9","",""
"347841","157527","mea","1","","length","19.9","",""
"347842","157527","mea","1","","width","14","",""
"347843","157527","mea","1","","height","11.2","",""
"347844","157528","mea","1","","length","21.9","",""
"347845","157528","mea","1","","width","16.9","",""
"347846","157528","mea","1","","height","13.7","",""
"347847","157529","mea","1","","length","25.2","",""
"347848","157529","mea","1","","width","19.8","",""
"347849","157529","mea","1","","height","15.8","",""
"347850","157530","mea","1","","length","9.8","",""
"347851","157530","mea","1","","width","7.9","",""
"347852","157530","mea","1","","height","5","",""
"347853","157531","mea","1","","length","9.1","",""
"347854","157531","mea","1","","width","7.8","",""
"347855","157531","mea","1","","height","4.9","",""
"347856","157532","mea","1","","length","10.8","",""
"347857","157532","mea","1","","width","8.9","",""
"347858","157532","mea","1","","height","5.6","",""
"347859","157533","mea","1","","length","8.4","",""
"347860","157533","mea","1","","width","6.6","",""
"347861","157533","mea","1","","height","4.3","",""
"347867","157536","mea","1","","length","21.8","",""
"347868","157536","mea","1","","width","20.5","",""
"347869","157536","mea","1","","height","10.2","",""
"347870","157537","mea","1","","length","28.2","",""
"347871","157537","mea","1","","width","26.6","",""
"347872","157537","mea","1","","height","15.3","",""
"347873","157538","mea","1","","length","28.5","",""
"347874","157538","mea","1","","width","27","",""
"347875","157538","mea","1","","height","14.3","",""
"347876","157539","mea","1","","length","35.3","",""
"347877","157539","mea","1","","width","31.2","",""
"347878","157539","mea","1","","height","18.4","",""
"347879","157540","mea","1","","length","31.6","",""
"347880","157540","mea","1","","width","31.6","",""
"347881","157540","mea","1","","height","24.3","",""
"347882","157541","mea","1","","length","21.5","",""
"347883","157541","mea","1","","width","18.6","",""
"347884","157541","mea","1","","height","15.4","",""
"347885","157542","mea","1","","length","23","",""
